Days,Temperature,Humidity,Organic compound(Air) Level,Air Quality Level,Pressure(Kpa),Altitude(m)
,15.4,59.5,1737,1768,1.02,-14.56
,15.4,59.5,1738,1771,1.01,-14.64
,15.4,59.5,1733,1764,1.02,-15.47
,15.4,59.5,1719,1769,1.02,-14.56
,15.5,59.6,1730,1765,1.02,-14.73
,15.4,59.5,1734,1766,1.01,-14.56
,15.5,59.5,1702,1766,1.02,-14.81
,15.5,59.5,1729,1763,1.02,-15.14
,15.4,59.5,1732,1820,1.02,-14.98
,15.4,59.5,1734,1773,1.01,-14.64
,15.4,59.6,1735,1759,1.01,-14.81
,15.4,59.6,1735,1766,1.02,-15.06
,15.4,59.6,1732,1770,1.02,-14.64
,15.4,59.6,1740,1765,1.02,-15.14
,15.4,59.6,1741,1758,1.02,-14.64
,15.5,59.6,1730,1758,1.02,-14.98
,15.4,59.6,1734,1761,1.02,-14.56
,15.4,59.6,1742,1766,1.02,-15.31
,15.4,59.6,1737,1757,1.02,-15.22
,15.5,59.6,1737,1765,1.02,-15.81
,15.4,59.6,1742,1765,1.02,-14.73
,15.4,59.6,1731,1770,1.02,-15.14
,15.4,59.7,1723,1763,1.02,-15.14
,15.4,59.7,1740,1765,1.02,-15.14
,15.4,59.6,1739,1767,1.02,-15.39
,15.5,59.7,1739,1771,1.02,-14.89
,15.4,59.6,1739,1773,1.02,-15.06
,15.4,59.7,1737,1774,1.02,-14.98
,15.5,59.7,1727,1755,1.02,-15.14
,15.4,59.6,1742,1771,1.02,-15.47
,15.4,59.6,1742,1756,1.02,-15.47
,15.5,59.7,1737,1773,1.02,-14.81
,15.5,59.7,1740,1771,1.02,-15.89
,15.5,59.7,1728,1765,1.02,-14.56
,15.5,59.7,1728,1753,1.02,-14.81
,15.4,59.6,1739,1770,1.02,-14.81
,15.4,59.6,1738,1771,1.02,-15.39
,15.5,59.6,1743,1766,1.02,-14.89
,15.5,59.6,1738,1770,1.02,-15.72
,15.5,59.7,1743,1766,1.02,-14.89
,15.4,59.6,1743,1772,1.02,-15.22
,15.4,59.6,1742,1770,1.01,-14.81
,15.4,59.7,1728,1771,1.02,-15.47
,15.5,59.8,1737,1757,1.02,-14.81
,15.4,59.7,1741,1773,1.02,-15.47
,15.4,59.7,1739,1767,1.02,-15.22
,15.4,59.7,1744,1771,1.02,-15.47
,15.4,59.7,1744,1821,1.02,-15.89
,15.4,59.7,1741,1770,1.02,-15.14
,15.4,59.7,1740,1770,1.02,-15.56
,15.4,59.7,1739,1763,1.02,-15.06
,15.4,59.7,1735,1770,1.02,-15.14
,15.4,59.7,1728,1765,1.02,-15.81
,15.4,59.7,1744,1775,1.02,-15.06
,15.4,59.8,1745,1770,1.02,-15.64
,15.4,59.8,1728,1775,1.02,-15.56
,15.4,59.8,1678,1773,1.02,-15.89
,15.4,59.8,1751,1772,1.02,-15.47
,15.4,59.8,1743,1755,1.02,-15.31
,15.4,59.8,1729,1765,1.02,-14.98
,15.5,59.8,1755,1775,1.02,-15.22
,15.4,59.8,1746,1770,1.02,-15.47
,15.5,59.8,1744,1772,1.02,-15.81
,15.5,59.8,1738,1758,1.02,-14.89
,15.5,59.8,1744,1773,1.02,-15.56
,15.4,59.8,1734,1773,1.02,-14.98
,15.5,59.8,1743,1776,1.02,-15.06
,15.5,59.8,1744,1771,1.02,-15.14
,15.4,59.7,1744,1769,1.02,-15.89
,15.4,59.7,1747,1776,1.02,-15.31
,15.4,59.7,1733,1772,1.02,-15.72
,15.4,59.7,1747,1773,1.02,-15.31
,15.4,59.7,1727,1763,1.02,-16.06
,15.4,59.8,1748,1840,1.02,-15.47
,15.4,59.8,1745,1767,1.02,-15.81
,15.4,59.8,1745,1740,1.02,-15.72
,15.4,59.8,1747,1769,1.02,-16.14
,15.4,59.8,1885,1773,1.02,-15.64
,15.4,59.8,1746,1773,1.02,-15.39
,15.4,59.8,1744,1760,1.02,-15.56
,15.4,59.8,1754,1769,1.02,-15.81
,15.4,59.8,1745,1767,1.02,-15.39
,15.5,59.9,1738,1753,1.02,-15.81
,15.4,59.8,1761,1765,1.02,-15.81
,15.4,59.8,1735,1753,1.02,-15.64
,15.4,59.8,1680,1771,1.02,-15.56
,15.4,59.8,1749,1772,1.02,-14.98
,15.4,59.8,1730,1765,1.02,-15.47
,15.4,59.9,1747,1771,1.02,-15.81
,15.4,59.9,1750,1771,1.02,-15.81
,15.4,59.8,1744,1808,1.02,-14.81
,15.4,59.9,1752,1774,1.02,-15.64
,15.4,59.9,1741,1774,1.02,-15.72
,15.4,59.9,1747,1767,1.02,-15.56
,15.4,59.9,1742,1759,1.02,-15.39
,15.4,59.9,1748,1769,1.02,-15.47
,15.4,59.9,1742,1771,1.02,-15.31
,15.4,59.9,1744,1758,1.02,-15.56
,15.4,59.9,1755,1775,1.02,-15.64
,15.4,59.9,1751,1768,1.02,-15.81
,15.4,59.9,1744,1770,1.02,-15.31
,15.4,59.9,1744,1757,1.02,-15.06
,15.4,59.9,1744,1775,1.02,-15.81
,15.4,59.9,1746,1773,1.02,-15.81
,15.4,59.9,1751,1773,1.02,-15.47
,15.4,59.9,1757,1770,1.02,-15.47
,15.4,59.9,1776,1773,1.02,-15.56
,15.4,59.9,1805,1776,1.02,-15.72
,15.4,59.9,1755,1771,1.02,-15.72
,15.4,59.9,1750,1772,1.02,-15.56
,15.4,59.9,1808,1770,1.02,-15.89
,15.4,59.9,1753,1773,1.02,-15.39
,15.4,59.9,1750,1795,1.02,-15.39
,15.4,59.9,1751,1763,1.02,-15.56
,15.4,59.9,1739,1755,1.02,-15.72
,15.4,59.9,1747,1775,1.02,-15.72
,15.4,59.9,1751,1776,1.02,-15.47
,15.4,59.9,1754,1775,1.02,-15.72
,15.4,60,1751,1776,1.02,-15.56
,15.4,59.9,1776,1775,1.02,-16.06
,15.4,59.9,1750,1775,1.02,-15.64
,15.4,59.9,1762,1775,1.02,-15.64
,15.4,59.9,1741,1775,1.02,-16.06
,15.4,59.9,1746,1757,1.02,-15.22
,15.4,60,1744,1770,1.02,-16.06
,15.4,59.9,1750,1761,1.02,-16.06
,15.4,60,1740,1757,1.02,-15.97
,15.4,60,1754,1771,1.02,-15.97
,15.4,60,1751,1770,1.02,-16.14
,15.4,60,1756,1768,1.02,-16.22
,15.4,60,1754,1771,1.02,-16.14
,15.4,60,1748,1766,1.02,-16.22
,15.4,60,1753,1759,1.02,-16.47
,15.4,60,1754,1761,1.02,-15.14
,15.4,60,1751,1767,1.02,-15.97
,15.4,60,1787,1768,1.02,-16.39
,15.4,60,1755,1768,1.02,-15.64
,15.4,60,1759,1773,1.02,-16.22
,15.4,60,1749,1744,1.02,-15.97
,15.4,60,1755,1769,1.02,-16.64
,15.4,60.1,1750,1773,1.02,-15.81
,15.4,60.1,1749,1755,1.02,-16.22
,15.4,60.1,1759,1776,1.02,-15.97
,15.4,60.1,1744,1776,1.02,-15.97
,15.4,60.1,1791,1775,1.02,-16.06
,15.4,60.1,1754,1763,1.02,-16.31
,15.4,60.1,1762,1795,1.02,-15.81
,15.4,60.1,1755,1771,1.02,-16.39
,15.4,60.1,1760,1782,1.02,-16.47
,15.4,60.2,1757,1774,1.02,-16.14
,15.4,60.1,1754,1763,1.02,-16.14
,15.4,60.1,1757,1770,1.02,-15.81
,15.4,60.1,1755,1771,1.02,-16.31
,15.4,60.2,1754,1772,1.02,-15.72
,15.4,60.1,1759,1789,1.02,-16.22
,15.4,60.1,1759,1774,1.02,-15.81
,15.4,60.1,1774,1767,1.02,-15.72
,15.4,60.2,1760,1759,1.02,-15.97
,15.4,60.1,1716,1775,1.02,-16.14
,15.4,60.1,1764,1773,1.02,-16.31
,15.4,60.1,1759,1793,1.02,-16.22
,15.4,60.1,1754,1790,1.02,-15.97
,15.4,60.1,1758,1775,1.02,-16.47
,15.4,60.1,1750,1752,1.02,-16.39
,15.4,60.1,1763,1765,1.02,-16.06
,15.4,60.1,1761,1769,1.02,-16.55
,15.4,60.1,1758,1770,1.02,-16.72
,15.4,60.1,1765,1771,1.02,-16.06
,15.4,60.1,1757,1766,1.02,-16.14
,15.4,60.2,1762,1776,1.02,-16.06
,15.4,60.2,1745,1763,1.02,-16.64
,15.4,60.2,1743,1765,1.02,-16.31
,15.4,60.1,1744,1748,1.02,-15.89
,15.4,60.2,1755,1760,1.02,-15.72
,15.4,60.1,1758,1789,1.02,-16.06
,15.4,60.1,1761,1776,1.02,-16.14
,15.4,60.2,1762,1776,1.02,-16.31
,15.4,60.2,1744,1781,1.02,-16.47
,15.4,60.2,1757,1769,1.02,-15.81
,15.3,60.1,1748,1766,1.02,-15.97
,15.4,60.2,1771,1772,1.02,-16.39
,15.4,60.2,1758,1773,1.02,-16.47
,15.4,60.2,1751,1762,1.02,-16.31
,15.4,60.2,1762,1770,1.02,-15.89
,15.4,60.3,1757,1759,1.02,-16.06
,15.4,60.3,1742,1789,1.02,-16.22
,15.4,60.2,1765,1777,1.02,-16.39
,15.4,60.3,1766,1777,1.02,-16.06
,15.4,60.3,1771,1776,1.02,-16.47
,15.4,60.3,1767,1775,1.02,-16.22
,15.4,60.3,1746,1763,1.02,-16.47
,15.4,60.3,1762,1776,1.02,-15.97
,15.4,60.2,1766,1776,1.02,-16.55
,15.4,60.2,1749,1759,1.02,-16.22
,15.4,60.3,1765,1776,1.02,-15.97
,15.4,60.3,1769,1774,1.02,-17.05
,15.4,60.3,1767,1776,1.02,-16.06
,15.4,60.3,1761,1775,1.02,-16.31
,15.4,60.3,1757,1751,1.02,-16.14
,15.4,60.3,1761,1765,1.02,-16.89
,15.3,60.2,1810,1778,1.02,-16.55
,15.4,60.4,1773,1776,1.02,-16.8
,15.4,60.3,1757,1776,1.02,-16.39
,15.4,60.3,1765,1779,1.02,-16.55
,15.4,60.3,1771,1776,1.02,-16.14
,15.4,60.3,1770,1776,1.02,-16.72
,15.4,60.3,1847,1776,1.02,-16.31
,15.4,60.3,1767,1773,1.02,-16.31
,15.4,60.2,1771,1766,1.02,-15.97
,15.4,60.3,1732,1772,1.02,-16.06
,15.4,60.3,1763,1771,1.02,-16.8
,15.4,60.3,1762,1779,1.02,-16.55
,15.4,60.3,1813,1776,1.02,-16.39
,15.4,60.3,1752,1797,1.02,-16.31
,15.4,60.3,1767,1776,1.02,-15.89
,15.4,60.3,1754,1757,1.02,-16.64
,15.4,60.3,1753,1774,1.02,-16.55
,15.3,60.2,1757,1761,1.02,-16.89
,15.4,60.3,1774,1774,1.02,-17.05
,15.4,60.3,1756,1762,1.02,-16.14
,15.4,60.3,1761,1808,1.02,-17.3
,15.4,60.3,1789,1776,1.02,-16.39
,15.4,60.3,1767,1781,1.02,-16.39
,15.4,60.3,1776,1776,1.02,-16.55
,15.4,60.3,1824,1776,1.02,-16.55
,15.4,60.3,1770,1775,1.02,-16.72
,15.4,60.3,1772,1776,1.02,-16.47
,15.4,60.3,1772,1674,1.02,-16.47
,15.4,60.4,1773,1778,1.02,-16.64
,15.4,60.3,1765,1775,1.02,-16.8
,15.3,60.4,1774,1779,1.02,-16.89
,15.3,60.4,1769,1771,1.02,-16.64
,15.3,60.4,1772,1776,1.02,-16.8
,15.4,60.4,1769,1786,1.02,-17.22
,15.3,60.4,1770,1774,1.02,-16.47
,15.3,60.4,1771,1773,1.02,-16.55
,15.4,60.4,1769,1776,1.02,-17.55
,15.3,60.4,1772,1776,1.02,-16.97
,15.3,60.4,1738,1776,1.02,-17.22
,15.3,60.4,1771,1774,1.02,-17.72
,15.3,60.4,1767,1776,1.02,-16.97
,15.3,60.4,1774,1778,1.02,-17.14
,15.4,60.4,1759,1762,1.02,-17.39
,15.3,60.4,1776,1776,1.02,-17.55
,15.3,60.4,1767,1774,1.02,-17.05
,15.3,60.4,1759,1759,1.02,-16.97
,15.4,60.4,1777,1776,1.02,-16.55
,15.3,60.4,1776,1776,1.02,-17.14
,15.3,60.4,1767,1775,1.02,-17.64
,15.3,60.5,1762,1776,1.02,-17.39
,15.4,60.5,1781,1776,1.02,-17.64
,15.4,60.5,1801,1776,1.02,-16.39
,15.4,60.5,1773,1775,1.02,-17.3
,15.4,60.5,1762,1763,1.02,-17.39
,15.4,60.5,1778,1777,1.02,-16.89
,15.3,60.4,1776,1806,1.02,-16.55
,15.4,60.5,1767,1799,1.02,-17.05
,15.4,60.5,1772,1776,1.02,-16.64
,15.4,60.5,1749,1776,1.02,-17.22
,15.3,60.4,1751,1770,1.02,-17.39
,15.4,60.5,1775,1770,1.02,-17.22
,15.3,60.5,1774,1776,1.02,-17.22
,15.3,60.5,1759,1758,1.02,-16.97
,15.3,60.5,1766,1765,1.02,-17.39
,15.3,60.5,1755,1786,1.02,-17.05
,15.4,60.6,1751,1765,1.02,-17.05
,15.3,60.6,1773,1776,1.02,-17.64
,15.3,60.6,1769,1769,1.02,-17.05
,15.4,60.6,1765,1767,1.02,-17.55
,15.3,60.6,1753,1735,1.02,-17.22
,15.3,60.6,1773,1776,1.02,-17.55
,15.3,60.6,1763,1764,1.02,-17.64
,15.3,60.6,1777,1781,1.02,-18.55
,15.4,60.6,1776,1776,1.02,-17.22
,15.4,60.6,1773,1776,1.02,-17.39
,15.4,60.6,1801,1777,1.02,-17.14
,15.4,60.6,1742,1776,1.02,-17.72
,15.4,60.7,1775,1776,1.02,-17.47
,15.3,60.6,1776,1776,1.02,-17.3
,15.3,60.6,1759,1746,1.02,-17.89
,15.3,60.6,1776,1776,1.02,-17.8
,15.4,60.7,1791,1776,1.02,-17.89
,15.3,60.6,1775,1779,1.02,-18.05
,15.3,60.6,1772,1775,1.02,-17.97
,15.4,60.7,1770,1776,1.02,-17.64
,15.4,60.7,1773,1776,1.02,-17.72
,15.3,60.6,1771,1767,1.02,-17.8
,15.3,60.6,1775,1775,1.02,-17.3
,15.3,60.6,1776,1773,1.02,-17.22
,15.3,60.6,1763,1761,1.02,-17.39
,15.3,60.6,1771,1774,1.02,-17.72
,15.3,60.6,1779,1779,1.02,-17.55
,15.3,60.6,1777,1776,1.02,-17.64
,15.4,60.7,1775,1777,1.02,-18.13
,15.3,60.6,1775,1777,1.02,-17.47
,15.3,60.6,1766,1763,1.02,-17.97
,15.3,60.6,1772,1767,1.02,-17.22
,15.3,60.6,1776,1777,1.02,-17.72
,15.3,60.6,1763,1759,1.02,-17.89
,15.4,60.7,1776,1776,1.02,-17.14
,15.3,60.6,1774,1778,1.02,-17.72
,15.3,60.6,1779,1777,1.02,-17.47
,15.3,60.6,1754,1772,1.02,-17.47
,15.3,60.6,1753,1774,1.02,-17.64
,15.3,60.6,1779,1776,1.02,-18.05
,15.3,60.7,1778,1770,1.02,-18.13
,15.3,60.7,1776,1775,1.02,-17.47
,15.3,60.7,1776,1776,1.02,-17.14
,15.3,60.7,1782,1779,1.02,-17.8
,15.3,60.7,1776,1781,1.02,-17.64
,15.3,60.7,1778,1778,1.02,-18.05
,15.3,60.7,1776,1776,1.02,-17.8
,15.3,60.6,1777,1777,1.02,-18.13
,15.3,60.7,1759,1758,1.02,-17.89
,15.3,60.7,1776,1778,1.02,-17.97
,15.4,60.7,1756,1776,1.02,-18.13
,15.4,60.8,1777,1786,1.02,-17.8
,15.3,60.6,1776,1776,1.02,-17.8
,15.3,60.6,1771,1815,1.02,-17.47
,15.3,60.6,1776,1779,1.02,-18.13
,15.3,60.6,1778,1777,1.02,-18.13
,15.3,60.6,1763,1778,1.02,-18.05
,15.4,60.7,1777,1777,1.02,-17.3
,15.3,60.7,1771,1780,1.02,-17.97
,15.3,60.7,1787,1776,1.02,-17.89
,15.3,60.7,1776,1776,1.02,-18.63
,15.3,60.7,1759,1773,1.02,-17.55
,15.3,60.7,1781,1779,1.02,-17.55
,15.3,60.7,1814,1777,1.02,-17.55
,15.3,60.7,1778,1780,1.02,-17.8
,15.3,60.7,1776,1776,1.02,-17.89
,15.3,60.8,1777,1775,1.02,-18.22
,15.3,60.8,1775,1775,1.02,-18.55
,15.3,60.8,1783,1714,1.02,-17.3
,15.3,60.7,1776,1774,1.02,-17.64
,15.3,60.8,1776,1776,1.02,-18.55
,15.3,60.8,1776,1776,1.02,-18.05
,15.3,60.8,1770,1778,1.02,-18.05
,15.3,60.8,1776,1776,1.02,-18.13
,15.3,60.8,1773,1767,1.02,-18.3
,15.3,60.8,1777,1779,1.02,-18.22
,15.3,60.8,1777,1776,1.02,-18.63
,15.3,60.8,1779,1779,1.02,-18.05
,15.3,60.8,1779,1778,1.02,-18.22
,15.3,60.8,1779,1778,1.02,-17.89
,15.3,60.8,1778,1776,1.02,-18.3
,15.3,60.8,1775,1764,1.02,-18.47
,15.3,60.8,1781,1776,1.02,-18.3
,15.3,60.8,1783,1765,1.02,-18.22
,15.3,60.8,1782,1776,1.02,-18.38
,15.3,60.8,1770,1762,1.02,-17.8
,15.3,60.7,1781,1781,1.02,-17.8
,15.3,60.7,1782,1778,1.02,-18.3
,15.3,60.8,1779,1776,1.02,-18.38
,15.3,60.8,1782,1778,1.02,-17.97
,15.3,60.8,1783,1776,1.02,-18.3
,15.3,60.8,1779,1758,1.02,-18.97
,15.3,60.8,1779,1774,1.02,-18.38
,15.3,60.8,1744,1777,1.02,-18.38
,15.3,60.8,1781,1776,1.02,-18.13
,15.3,60.8,1778,1776,1.02,-18.63
,15.3,60.8,1779,1777,1.02,-18.72
,15.3,60.8,1779,1776,1.02,-18.55
,15.3,60.8,1777,1776,1.02,-18.55
,15.3,60.8,1789,1781,1.02,-18.38
,15.3,60.9,1789,1776,1.02,-18.55
,15.3,60.9,1778,1777,1.02,-18.22
,15.3,60.8,1776,1776,1.02,-19.05
,15.3,60.8,1779,1782,1.02,-17.72
,15.3,60.9,1763,1775,1.02,-18.38
,15.3,60.9,1781,1763,1.02,-18.05
,15.3,60.8,1782,1775,1.02,-18.13
,15.3,60.8,1786,1776,1.02,-18.88
,15.3,60.8,1781,1776,1.02,-18.05
,15.3,60.8,1765,1762,1.02,-18.3
,15.3,60.8,1783,1780,1.02,-18.22
,15.3,60.9,1777,1781,1.02,-17.64
,15.3,60.8,1781,1779,1.02,-18.3
,15.3,60.9,1783,1778,1.02,-18.38
,15.3,60.9,1765,1776,1.02,-18.13
,15.3,60.8,1786,1776,1.02,-19.21
,15.3,60.8,1648,1776,1.02,-18.22
,15.3,60.8,1783,1777,1.02,-18.47
,15.3,60.9,1785,1806,1.02,-18.05
,15.3,60.9,1776,1803,1.02,-18.38
,15.3,60.9,1781,1780,1.02,-18.97
,15.3,60.8,1787,1777,1.02,-18.72
,15.3,60.9,1786,1777,1.02,-18.88
,15.3,60.8,1785,1776,1.02,-18.47
,15.3,60.9,1779,1788,1.02,-18.22
,15.3,60.8,1805,1776,1.02,-18.55
,15.3,60.9,1781,1776,1.02,-18.97
,15.3,60.9,1771,1762,1.02,-18.3
,15.3,60.8,1776,1776,1.02,-18.13
,15.3,60.8,1786,1776,1.02,-18.8
,15.3,60.9,1781,1779,1.02,-18.38
,15.3,60.9,1786,1779,1.02,-18.13
,15.3,60.9,1840,1777,1.02,-18.55
,15.3,60.9,1782,1777,1.02,-18.05
,15.3,60.9,1785,1779,1.02,-17.89
,15.3,60.9,1780,1779,1.02,-18.05
,15.3,60.9,1779,1779,1.02,-18.13
,15.3,60.9,1767,1775,1.02,-18.3
,15.3,60.9,1778,1775,1.02,-18.3
,15.3,60.8,1780,1776,1.02,-18.13
,15.3,60.8,1777,1763,1.02,-17.89
,15.3,60.8,1782,1719,1.02,-18.22
,15.3,60.8,1773,1761,1.02,-18.47
,15.3,60.9,1786,1776,1.02,-18.05
,15.3,60.9,1782,1776,1.02,-18.63
,15.3,60.9,1782,1747,1.02,-18.13
,15.3,60.9,1801,1806,1.02,-17.8
,15.3,60.9,1787,1674,1.02,-17.47
,15.3,60.9,1786,1779,1.02,-18.55
,15.3,60.9,1779,1771,1.02,-18.22
,15.3,61,1789,1777,1.02,-18.05
,15.3,60.9,1785,1776,1.02,-18.38
,15.3,60.9,1791,1780,1.02,-18.13
,15.3,61,1785,1776,1.02,-18.3
,15.2,60.9,1780,1778,1.02,-18.55
,15.3,61,1790,1775,1.02,-18.05
,15.3,61,1791,1776,1.02,-17.72
,15.2,60.9,1764,1776,1.02,-18.05
,15.2,60.9,1782,1779,1.02,-17.97
,15.2,61,1783,1778,1.02,-17.89
,15.2,61,1836,1778,1.02,-18.05
,15.3,61,1787,1779,1.02,-18.3
,15.2,61,1789,1777,1.02,-18.05
,15.2,60.9,1790,1779,1.02,-17.8
,15.2,61,1773,1773,1.02,-18.13
,15.2,61,1791,1780,1.02,-18.13
,15.2,61,1792,1777,1.02,-17.39
,15.2,61,1787,1779,1.02,-17.89
,15.2,61,1788,1777,1.02,-17.89
,15.3,61.1,1783,1781,1.02,-17.55
,15.2,61,1774,1769,1.02,-17.72
,15.2,61,1789,1778,1.02,-18.22
,15.2,61,1789,1778,1.02,-18.05
,15.3,61,1774,1767,1.02,-17.8
,15.2,61,1782,1771,1.02,-18.72
,15.2,61.1,1775,1776,1.02,-17.55
,15.3,61.1,1785,1781,1.02,-18.22
,15.2,61,1788,1781,1.02,-18.13
,15.2,61,1790,1779,1.02,-18.8
,15.3,61.1,1777,1763,1.02,-18.88
,15.3,61.1,1792,1776,1.02,-17.72
,15.2,61,1783,1777,1.02,-18.63
,15.2,61,1779,1766,1.02,-18.13
,15.2,61,1791,1789,1.02,-18.13
,15.2,61,1782,1785,1.02,-18.72
,15.2,61,1805,1779,1.02,-18.38
,15.3,61.1,1787,1778,1.02,-18.47
,15.2,61.1,1785,1779,1.02,-19.21
,15.2,61.1,1791,1778,1.02,-18.55
,15.2,61,1787,1777,1.02,-18.88
,15.3,61.1,1774,1776,1.02,-19.05
,15.3,61.1,1789,1776,1.02,-18.63
,15.2,61,1789,1781,1.02,-18.22
,15.2,61.1,1787,1782,1.02,-18.47
,15.3,61.1,1790,1778,1.02,-18.22
,15.2,61.1,1789,1783,1.02,-18.88
,15.2,61,1791,1777,1.02,-19.55
,15.2,61,1789,1778,1.02,-18.63
,15.2,61,1792,1777,1.02,-18.72
,15.2,61,1787,1777,1.02,-18.88
,15.3,61.1,1786,1779,1.02,-19.05
,15.2,61.1,1777,1799,1.02,-19.38
,15.2,61.1,1783,1776,1.02,-18.88
,15.2,61.1,1797,1780,1.02,-18.47
,15.2,61,1775,1777,1.02,-18.97
,15.2,61,1787,1783,1.02,-19.38
,15.2,61,1776,1765,1.02,-19.3
,15.2,61,1793,1776,1.02,-19.71
,15.3,61.1,1789,1776,1.02,-19.63
,15.3,61.1,1795,1779,1.02,-19.38
,15.2,61,1791,1776,1.02,-19.38
,15.2,61,1794,1779,1.02,-19.21
,15.2,61.1,1787,1775,1.02,-19.71
,15.2,61.1,1792,1776,1.02,-19.13
,15.3,61.1,1792,1779,1.02,-19.38
,15.2,61,1791,1775,1.02,-19.13
,15.2,61,1779,1771,1.02,-19.63
,15.2,61,1790,1782,1.02,-19.8
,15.2,61,1793,1783,1.02,-18.97
,15.2,61,1792,1779,1.02,-19.21
,15.2,61.1,1814,1780,1.02,-19.8
,15.2,61.1,1794,1788,1.02,-19.88
,15.2,61.1,1781,1776,1.02,-19.21
,15.2,61.1,1789,1780,1.02,-19.55
,15.2,61.1,1797,1792,1.02,-19.38
,15.2,61,1785,1774,1.02,-19.71
,15.2,61,1792,1781,1.02,-19.63
,15.2,61,1782,1781,1.02,-20.13
,15.2,61,1789,1779,1.02,-19.8
,15.3,61.1,1788,1782,1.02,-19.8
,15.2,61,1782,1779,1.02,-19.55
,15.3,61.1,1792,1777,1.02,-19.8
,15.2,61,1792,1782,1.02,-20.05
,15.2,61.1,1789,1786,1.02,-19.63
,15.2,61.1,1787,1779,1.02,-20.13
,15.3,61.1,1776,1785,1.02,-20.21
,15.3,61.2,1795,1781,1.02,-20.13
,15.3,61.1,1796,1781,1.02,-19.38
,15.2,61.1,1792,1782,1.02,-19.3
,15.2,61.1,1853,1777,1.02,-20.13
,15.2,61.1,1791,1782,1.02,-19.71
,15.2,61.1,1794,1757,1.02,-19.88
,15.2,61,1776,1767,1.02,-20.13
,15.2,61.1,1793,1782,1.02,-20.13
,15.3,61.1,1792,1782,1.02,-19.55
,15.2,61.1,1792,1782,1.02,-19.46
,15.2,61.1,1782,1767,1.02,-19.46
,15.2,61,1793,1782,1.02,-20.05
,15.2,61.1,1785,1781,1.02,-20.05
,15.2,61.1,1791,1781,1.02,-19.55
,15.2,61.1,1792,1783,1.02,-20.13
,15.2,61,1795,1791,1.02,-19.96
,15.2,61.1,1790,1776,1.02,-20.05
,15.2,61.1,1776,1787,1.02,-19.96
,15.3,61.1,1790,1781,1.02,-20.38
,15.2,61.1,1795,1778,1.02,-20.21
,15.2,61.1,1795,1776,1.02,-20.05
,15.2,61.1,1792,1783,1.02,-20.21
,15.2,61,1790,1781,1.02,-19.96
,15.3,61.1,1803,1783,1.02,-20.3
,15.2,61,1791,1780,1.02,-20.88
,15.2,61,1791,1776,1.02,-20.05
,15.2,61.1,1798,1783,1.02,-20.21
,15.2,61,1792,1781,1.02,-19.8
,15.2,61,1794,1782,1.02,-19.71
,15.2,61,1793,1786,1.02,-19.8
,15.2,61,1795,1783,1.02,-19.55
,15.2,61,1731,1787,1.02,-19.88
,15.2,61.1,1792,1781,1.02,-19.63
,15.2,61,1793,1783,1.02,-20.3
,15.2,61,1782,1793,1.02,-20.21
,15.2,61.1,1797,1779,1.02,-19.71
,15.2,61.1,1783,1782,1.02,-19.71
,15.2,61.1,1794,1787,1.02,-20.21
,15.2,61.1,1784,1780,1.02,-20.05
,15.2,61,1793,1780,1.02,-21.04
,15.2,61.1,1799,1776,1.02,-20.79
,15.2,61.1,1794,1776,1.02,-20.46
,15.2,61.1,1793,1782,1.02,-20.05
,15.2,61.2,1753,1781,1.02,-20.13
,15.2,61.2,1808,1785,1.02,-20.63
,15.2,61.2,1794,1781,1.02,-20.05
,15.2,61.2,1793,1783,1.02,-20.63
,15.2,61.2,1795,1779,1.02,-19.8
,15.2,61.2,1797,1782,1.02,-19.96
,15.2,61.2,1793,1779,1.02,-20.21
,15.2,61.2,1790,1776,1.02,-19.8
,15.2,61.2,1789,1771,1.02,-19.63
,15.2,61.1,1797,1778,1.02,-20.54
,15.2,61.2,1789,1765,1.02,-20.05
,15.2,61.2,1791,1778,1.02,-20.21
,15.2,61.2,1795,1781,1.02,-20.38
,15.2,61.2,1792,1777,1.02,-20.05
,15.2,61.2,1802,1782,1.02,-20.21
,15.2,61.2,1793,1780,1.02,-20.21
,15.2,61.2,1791,1776,1.02,-20.46
,15.2,61.1,1791,1783,1.02,-20.71
,15.2,61.2,1805,1787,1.02,-19.8
,15.2,61.1,1787,1769,1.02,-20.63
,15.2,61.1,1829,1783,1.02,-20.54
,15.2,61.2,1791,1782,1.02,-20.05
,15.2,61.1,1781,1775,1.02,-20.46
,15.2,61.1,1794,1783,1.02,-20.3
,15.2,61.2,1779,1786,1.02,-19.96
,15.3,61.2,1791,1781,1.02,-20.54
,15.2,61.1,1798,1778,1.02,-20.3
,15.2,61.1,1793,1786,1.02,-20.13
,15.2,61.1,1795,1783,1.02,-20.46
,15.2,61.1,1788,1776,1.02,-20.21
,15.2,61,1795,1778,1.02,-19.96
,15.2,61,1791,1784,1.02,-20.05
,15.3,61.1,1792,1781,1.02,-20.38
,15.2,61,1794,1776,1.02,-19.96
,15.2,61,1782,1782,1.02,-19.8
,15.2,61,1792,1781,1.02,-20.3
,15.2,61,1806,1782,1.02,-20.13
,15.2,61,1781,1770,1.02,-19.96
,15.2,61,1793,1786,1.02,-20.71
,15.2,61.1,1799,1782,1.02,-20.46
,15.2,61.1,1793,1783,1.02,-20.63
,15.3,61.1,1776,1779,1.02,-20.05
,15.2,61.1,1792,1778,1.02,-19.88
,15.2,61,1796,1781,1.02,-19.63
